,Anti-social behaviour,Bicycle theft,Burglary,Criminal damage and arson,Drugs,Location,Other crime,Other theft,Possession of weapons,Public order,Robbery,Shoplifting,Theft from the person,Time,Vehicle crime,Violence and sexual offences,Latitude,Longitude
588,4066.0,406,982.0,1546,289,Hampshire Constabulary,239,1049,104,1273,90.0,1196,82,1504220400.0,1174,4529,51.357251,-1.133567
589,2915.0,156,621.0,835,267,Hertfordshire Constabulary,139,774,268,532,70.0,581,75,1504220400.0,826,1819,51.776773,-0.008469
590,1476.0,270,850.0,976,87,Humberside Police,142,718,38,342,68.0,654,80,1504220400.0,653,2033,54.103989,-0.201317
591,3025.0,195,979.0,1714,200,Kent Police,372,1314,77,1243,115.0,865,90,1504220400.0,983,5680,51.18331,0.937911
592,6100.0,159,1143.0,1656,139,Lancashire Constabulary,139,1220,40,348,81.0,722,130,1504220400.0,807,3377,53.770335,-2.474098
593,1423.0,181,811.0,821,128,Leicestershire Police,122,806,57,343,96.0,541,47,1504220400.0,882,1975,52.626506,-1.201724
594,1727.0,77,348.0,362,124,Lincolnshire Police,58,378,25,79,17.0,360,22,1504220400.0,325,761,53.051902,0.084476
595,4133.0,175,1082.0,1355,557,Merseyside Police,165,864,85,724,79.0,792,124,1504220400.0,1023,2857,53.486621,-2.875002
596,18478.0,2260,6053.0,4943,2840,Metropolitan Police Service,900,8973,559,3969,2761.0,3915,3701,1504220400.0,8952,17957,51.593835,0.145888
597,1526.0,130,377.0,606,159,Norfolk Constabulary,130,461,25,482,41.0,379,73,1504220400.0,224,1828,52.745153,0.946326
598,1367.0,50,283.0,570,97,North Wales Police,97,419,16,212,9.0,368,27,1504220400.0,118,1719,53.31958,-3.811975
599,2503.0,104,328.0,484,124,North Yorkshire Police,57,359,15,121,5.0,428,42,1504220400.0,186,1004,54.113705,-2.513759
600,1988.0,80,514.0,532,90,Northamptonshire Police,80,422,40,110,65.0,372,31,1504220400.0,687,1384,52.502162,-0.690547
601,5387.0,102,517.0,1475,575,Police Service of Northern Ireland,244,1008,86,101,53.0,580,35,1504220400.0,283,2908,54.59497,-5.922687
602,4430.0,187,821.0,1973,230,Northumbria Police,337,1506,93,1975,70.0,1347,194,1504220400.0,794,4141,54.967838,-1.754552
603,2791.0,97,704.0,919,217,Nottinghamshire Police,149,1110,80,566,93.0,772,46,1504220400.0,998,2374,53.145769,-1.268696
604,2880.0,181,601.0,997,277,South Wales Police,188,799,52,966,48.0,951,75,1504220400.0,636,2895,51.637363,-3.648881
605,4899.0,155,1312.0,1669,176,South Yorkshire Police,260,1274,126,1138,136.0,1008,171,1504220400.0,1151,3669,53.59872,-1.461068
606,2969.0,124,533.0,880,143,Staffordshire Police,148,816,64,373,58.0,669,31,1504220400.0,564,2794,52.769868,-1.943961
607,907.0,138,387.0,582,120,Suffolk Constabulary,103,434,37,412,30.0,367,43,1504220400.0,302,1476,52.160886,0.71043
608,1950.0,162,505.0,775,189,Surrey Police,166,743,39,578,35.0,373,29,1504220400.0,437,1558,51.407868,-0.370967
609,3467.0,310,638.0,1051,219,Sussex Police,192,1119,108,818,88.0,727,113,1504220400.0,714,3060,50.84423,-0.244128
610,2898.0,790,1051.0,1581,404,Thames Valley Police,231,1775,108,338,107.0,1389,276,1504220400.0,1366,2926,51.998128,-0.985426
611,1221.0,83,413.0,393,85,Warwickshire Police,52,363,30,172,34.0,334,29,1504220400.0,487,1066,52.639577,-1.636309
612,3861.0,122,665.0,826,176,West Mercia Police,132,749,49,371,52.0,608,56,1504220400.0,597,2463,52.432283,-2.10837
613,4432.0,245,2234.0,2115,305,West Midlands Police,293,1964,138,877,571.0,1602,235,1504220400.0,3207,4990,52.594185,-1.838265
614,4967.0,251,2399.0,2578,480,West Yorkshire Police,533,2154,161,1827,186.0,1543,297,1504220400.0,2026,7077,53.944327,-1.886875
615,1412.0,110,410.0,590,77,Wiltshire Police,81,434,34,219,16.0,355,23,1504220400.0,451,1219,51.634046,-1.720719
616,3555.0,339,1065.0,1490,250,Avon and Somerset Constabulary,172,1245,65,1538,142.0,928,100,1506812400.0,1284,4048,51.415233,-2.497799
617,1778.0,108,497.0,530,65,Bedfordshire Police,56,422,36,215,90.0,292,78,1506812400.0,437,1087,52.224664,-0.533857
618,1708.0,468,628.0,730,121,Cambridgeshire Constabulary,83,662,45,358,68.0,442,79,1506812400.0,671,1571,52.228485,0.136532
619,2703.0,131,429.0,947,150,Cheshire Constabulary,145,657,36,1652,28.0,644,56,1506812400.0,352,2333,53.335696,-2.028703
620,144.0,37,21.0,20,20,City of London Police,8,131,3,23,6.0,78,48,1506812400.0,22,105,51.517577,-0.098062
621,4262.0,97,577.0,923,106,Cleveland Police,84,568,29,196,44.0,684,67,1506812400.0,398,1346,54.71119,-1.235446
622,1043.0,19,198.0,511,75,Cumbria Constabulary,32,243,23,134,11.0,290,17,1506812400.0,102,895,54.877725,-3.380599
623,3494.0,81,548.0,733,180,Derbyshire Constabulary,83,549,37,129,49.0,592,61,1506812400.0,677,1290,53.099173,-1.376719
624,3747.0,89,549.0,1345,348,Devon & Cornwall Police,207,930,74,662,42.0,733,80,1506812400.0,453,3532,50.827132,-4.543901
625,2232.0,130,461.0,673,102,Dorset Police,32,549,26,163,21.0,352,41,1506812400.0,322,1464,50.771593,-1.896978
626,1882.0,70,457.0,922,105,Durham Constabulary,144,435,20,468,22.0,356,26,1506812400.0,297,1904,54.89599,-1.732115
627,1125.0,14,118.0,392,188,Dyfed-Powys Police,49,269,11,109,7.0,181,11,1506812400.0,88,969,52.101675,-4.059557
628,4552.0,227,1111.0,1375,304,Essex Police,283,1130,195,946,142.0,762,139,1506812400.0,1386,3927,51.636915,0.407541
629,2020.0,61,360.0,408,112,Gloucestershire Constabulary,33,345,20,98,26.0,275,22,1506812400.0,370,863,51.908526,-2.088146
630,6540.0,397,2685.0,3727,410,Greater Manchester Police,645,2164,212,4630,548.0,1465,628,1506812400.0,2815,9124,53.619073,-2.423752
631,1819.0,35,310.0,771,112,Gwent Police,121,418,19,415,35.0,304,29,1506812400.0,281,1185,51.802661,-3.210621
632,4432.0,373,993.0,1784,322,Hampshire Constabulary,264,1122,109,1314,95.0,1245,107,1506812400.0,1291,4825,51.357251,-1.133567
633,3027.0,145,622.0,930,338,Hertfordshire Constabulary,150,848,315,573,102.0,651,108,1506812400.0,755,2130,51.776773,-0.008469
634,1726.0,222,765.0,1137,87,Humberside Police,143,704,36,396,65.0,819,46,1506812400.0,557,2078,54.103989,-0.201317
635,3174.0,227,1105.0,2212,225,Kent Police,438,1486,94,1686,129.0,1100,132,1506812400.0,1069,6966,51.18331,0.937911
636,6641.0,156,1191.0,1746,173,Lancashire Constabulary,132,1244,37,391,75.0,795,160,1506812400.0,802,3556,53.770335,-2.474098
637,1574.0,235,921.0,967,122,Leicestershire Police,116,892,53,387,78.0,506,71,1506812400.0,1055,2020,52.626506,-1.201724
638,1787.0,133,422.0,511,141,Lincolnshire Police,88,434,43,110,14.0,520,29,1506812400.0,264,863,53.051902,0.084476
639,4802.0,201,1193.0,1910,556,Merseyside Police,223,871,83,826,119.0,764,151,1506812400.0,965,3118,53.486621,-2.875002
640,20414.0,1990,6716.0,5393,3188,Metropolitan Police Service,992,9357,636,4397,3041.0,3954,4090,1506812400.0,9305,19379,51.593835,0.145888
641,1569.0,135,358.0,710,182,Norfolk Constabulary,143,494,35,445,41.0,355,57,1506812400.0,221,1943,52.745153,0.946326
642,1360.0,50,326.0,654,117,North Wales Police,113,421,18,249,12.0,344,27,1506812400.0,179,1846,53.31958,-3.811975
643,2721.0,128,387.0,513,118,North Yorkshire Police,35,410,16,104,13.0,387,36,1506812400.0,186,1117,54.113705,-2.513759
644,2145.0,69,489.0,630,124,Northamptonshire Police,111,432,39,124,80.0,381,43,1506812400.0,607,1578,52.502162,-0.690547
645,5887.0,91,504.0,1651,537,Police Service of Northern Ireland,265,989,75,99,42.0,509,40,1506812400.0,298,3036,54.59497,-5.922687
646,5117.0,215,889.0,2254,272,Northumbria Police,333,1466,79,2184,78.0,1260,193,1506812400.0,740,4505,54.967838,-1.754552
647,3144.0,156,710.0,1133,269,Nottinghamshire Police,179,1217,95,523,85.0,896,54,1506812400.0,906,2756,53.145769,-1.268696
648,3298.0,210,690.0,1224,334,South Wales Police,195,847,62,954,44.0,881,99,1506812400.0,851,3162,51.637363,-3.648881
649,5254.0,141,1286.0,1797,213,South Yorkshire Police,252,1314,119,1125,139.0,1063,197,1506812400.0,1284,3905,53.59872,-1.461068
650,3154.0,119,524.0,931,144,Staffordshire Police,182,718,42,336,74.0,669,26,1506812400.0,512,2949,52.769868,-1.943961
651,916.0,123,392.0,679,111,Suffolk Constabulary,101,419,40,381,39.0,303,51,1506812400.0,361,1637,52.160886,0.71043
652,2099.0,146,583.0,899,312,Surrey Police,116,737,50,630,41.0,340,59,1506812400.0,549,1742,51.407868,-0.370967
653,3269.0,307,683.0,1169,249,Sussex Police,175,1067,128,844,93.0,703,147,1506812400.0,803,3346,50.84423,-0.244128
654,3414.0,774,1181.0,1962,440,Thames Valley Police,206,1852,112,359,144.0,1397,309,1506812400.0,1453,3352,51.998128,-0.985426
655,1408.0,66,461.0,390,62,Warwickshire Police,70,356,30,132,34.0,339,51,1506812400.0,521,1083,52.639577,-1.636309
656,4093.0,113,704.0,947,143,West Mercia Police,128,777,57,365,40.0,663,71,1506812400.0,620,2654,52.432283,-2.10837
657,5415.0,303,2357.0,2429,326,West Midlands Police,303,1977,154,1011,710.0,1765,270,1506812400.0,3227,5632,52.594185,-1.838265
658,6251.0,294,2528.0,3220,451,West Yorkshire Police,628,2336,168,1978,268.0,1552,378,1506812400.0,2200,7679,53.944327,-1.886875
659,1480.0,67,419.0,612,56,Wiltshire Police,76,423,22,233,21.0,339,43,1506812400.0,398,1265,51.634046,-1.720719
660,2809.0,325,1038.0,1370,240,Avon and Somerset Constabulary,165,1183,82,1443,128.0,1060,97,1509494400.0,1062,4145,51.415233,-2.497799
661,1427.0,83,555.0,493,72,Bedfordshire Police,47,407,20,184,76.0,348,65,1509494400.0,576,946,52.224664,-0.533857
662,1365.0,385,616.0,757,119,Cambridgeshire Constabulary,90,772,33,312,61.0,514,90,1509494400.0,610,1528,52.228485,0.136532
663,2299.0,103,461.0,895,174,Cheshire Constabulary,181,633,37,1463,38.0,668,40,1509494400.0,326,2312,53.335696,-2.028703
664,144.0,31,30.0,23,31,City of London Police,14,123,6,23,6.0,67,66,1509494400.0,23,67,51.517577,-0.098062
665,3149.0,84,556.0,884,105,Cleveland Police,73,509,30,178,32.0,782,30,1509494400.0,383,1245,54.71119,-1.235446
666,845.0,25,161.0,431,75,Cumbria Constabulary,49,227,24,134,3.0,228,13,1509494400.0,91,860,54.877725,-3.380599
667,2800.0,78,547.0,701,189,Derbyshire Constabulary,77,535,47,139,59.0,573,62,1509494400.0,586,1310,53.099173,-1.376719
668,3173.0,91,515.0,1254,317,Devon & Cornwall Police,179,846,68,604,54.0,694,68,1509494400.0,398,3367,50.827132,-4.543901
669,1965.0,104,468.0,541,104,Dorset Police,52,533,23,146,23.0,313,43,1509494400.0,373,1330,50.771593,-1.896978
670,1478.0,43,472.0,833,114,Durham Constabulary,170,481,23,398,26.0,407,25,1509494400.0,264,1946,54.89599,-1.732115
671,962.0,14,143.0,346,149,Dyfed-Powys Police,44,271,8,78,5.0,196,11,1509494400.0,84,863,52.101675,-4.059557
672,3680.0,197,1295.0,1421,321,Essex Police,247,1040,174,807,127.0,831,172,1509494400.0,1212,3655,51.636915,0.407541
673,1588.0,88,333.0,364,92,Gloucestershire Constabulary,45,328,15,99,17.0,258,35,1509494400.0,298,695,51.908526,-2.088146
674,5417.0,356,2774.0,3500,591,Greater Manchester Police,612,2087,236,4223,647.0,1427,751,1509494400.0,2786,8645,53.619073,-2.423752
675,1518.0,21,359.0,852,109,Gwent Police,125,392,17,410,25.0,317,29,1509494400.0,322,1188,51.802661,-3.210621
676,3668.0,340,999.0,1584,300,Hampshire Constabulary,237,1065,117,1192,100.0,1158,129,1509494400.0,1104,4732,51.357251,-1.133567
677,2158.0,107,626.0,844,258,Hertfordshire Constabulary,130,849,301,454,109.0,749,114,1509494400.0,796,1962,51.776773,-0.008469
678,1472.0,192,753.0,1034,97,Humberside Police,153,683,38,330,68.0,874,46,1509494400.0,579,1917,54.103989,-0.201317
679,2347.0,189,1105.0,2142,213,Kent Police,425,1482,84,1412,138.0,1203,119,1509494400.0,1147,6568,51.18331,0.937911
680,5770.0,150,1259.0,1585,183,Lancashire Constabulary,180,1185,34,435,102.0,824,108,1509494400.0,859,3706,53.770335,-2.474098
681,1179.0,191,780.0,788,115,Leicestershire Police,148,854,54,408,53.0,585,83,1509494400.0,753,2094,52.626506,-1.201724
682,1503.0,120,361.0,477,176,Lincolnshire Police,77,416,42,117,23.0,522,26,1509494400.0,247,849,53.051902,0.084476
683,3382.0,172,1168.0,1901,573,Merseyside Police,219,917,70,893,126.0,718,150,1509494400.0,986,3167,53.486621,-2.875002
684,16411.0,1650,7334.0,5183,2933,Metropolitan Police Service,939,9363,589,3977,3147.0,4020,4499,1509494400.0,9322,18554,51.593835,0.145888
685,1275.0,122,333.0,587,162,Norfolk Constabulary,168,465,39,393,55.0,386,56,1509494400.0,241,1786,52.745153,0.946326
686,1331.0,37,363.0,640,107,North Wales Police,87,384,20,243,15.0,412,21,1509494400.0,149,1658,53.31958,-3.811975
687,2242.0,129,313.0,524,112,North Yorkshire Police,72,333,19,103,12.0,456,48,1509494400.0,207,988,54.113705,-2.513759
688,1694.0,79,513.0,562,99,Northamptonshire Police,70,497,42,118,79.0,342,40,1509494400.0,625,1485,52.502162,-0.690547
689,4200.0,67,638.0,1364,572,Police Service of Northern Ireland,215,1121,72,83,38.0,560,37,1509494400.0,368,2801,54.59497,-5.922687
690,4132.0,209,895.0,2086,261,Northumbria Police,362,1503,106,1747,68.0,1164,229,1509494400.0,651,4234,54.967838,-1.754552
691,2546.0,86,681.0,1020,240,Nottinghamshire Police,150,1104,71,502,98.0,959,75,1509494400.0,984,2542,53.145769,-1.268696
692,2600.0,205,754.0,1124,327,South Wales Police,179,854,45,847,58.0,940,154,1509494400.0,855,2999,51.637363,-3.648881
693,4397.0,131,1464.0,1863,210,South Yorkshire Police,314,1322,95,1053,124.0,1064,175,1509494400.0,1171,3571,53.59872,-1.461068
694,2658.0,108,548.0,945,179,Staffordshire Police,146,640,65,368,68.0,613,45,1509494400.0,505,2806,52.769868,-1.943961
695,656.0,114,380.0,585,125,Suffolk Constabulary,76,410,26,377,35.0,381,60,1509494400.0,423,1611,52.160886,0.71043
696,1807.0,127,629.0,818,164,Surrey Police,137,729,39,553,31.0,336,56,1509494400.0,537,1579,51.407868,-0.370967
697,2801.0,186,666.0,1097,268,Sussex Police,178,992,101,715,73.0,655,157,1509494400.0,621,3039,50.84423,-0.244128
698,2592.0,562,1192.0,1635,469,Thames Valley Police,226,1732,90,354,101.0,1408,318,1509494400.0,1292,3069,51.998128,-0.985426
699,1161.0,68,469.0,409,68,Warwickshire Police,71,399,29,144,39.0,336,53,1509494400.0,435,1144,52.639577,-1.636309
700,3550.0,98,790.0,906,170,West Mercia Police,139,699,43,295,48.0,737,76,1509494400.0,681,2614,52.432283,-2.10837
701,4182.0,252,2758.0,2292,355,West Midlands Police,320,2044,176,985,754.0,1853,359,1509494400.0,3086,5573,52.594185,-1.838265
702,5016.0,211,2339.0,3140,493,West Yorkshire Police,614,2238,145,1811,267.0,1711,432,1509494400.0,2101,7544,53.944327,-1.886875
703,1114.0,86,462.0,476,77,Wiltshire Police,52,366,24,191,19.0,365,50,1509494400.0,392,1272,51.634046,-1.720719
704,2600.0,222,853.0,1190,243,Avon and Somerset Constabulary,140,1111,67,1286,110.0,848,104,1512086400.0,933,3875,51.415233,-2.497799
705,1293.0,50,564.0,488,62,Bedfordshire Police,50,375,22,170,49.0,281,63,1512086400.0,447,1021,52.224664,-0.533857
706,1232.0,257,546.0,659,108,Cambridgeshire Constabulary,62,657,30,276,58.0,381,111,1512086400.0,568,1455,52.228485,0.136532
707,2008.0,69,377.0,802,196,Cheshire Constabulary,153,568,30,1257,38.0,531,49,1512086400.0,244,2526,53.335696,-2.028703
708,136.0,14,21.0,22,19,City of London Police,8,156,7,14,10.0,43,77,1512086400.0,28,96,51.517577,-0.098062
709,3100.0,52,576.0,790,91,Cleveland Police,51,482,20,167,48.0,596,31,1512086400.0,360,1250,54.71119,-1.235446
710,776.0,13,153.0,415,73,Cumbria Constabulary,42,253,19,110,12.0,221,10,1512086400.0,106,917,54.877725,-3.380599
711,2802.0,46,495.0,663,196,Derbyshire Constabulary,86,511,35,114,52.0,470,68,1512086400.0,483,1252,53.099173,-1.376719
712,2894.0,47,422.0,1134,375,Devon & Cornwall Police,155,816,62,512,35.0,552,91,1512086400.0,385,3306,50.827132,-4.543901
713,1662.0,76,467.0,547,129,Dorset Police,50,484,16,132,26.0,275,43,1512086400.0,328,1251,50.771593,-1.896978
714,1276.0,26,387.0,815,87,Durham Constabulary,180,445,16,398,24.0,332,23,1512086400.0,343,2030,54.89599,-1.732115
715,873.0,9,153.0,362,144,Dyfed-Powys Police,40,254,7,86,2.0,150,6,1512086400.0,74,894,52.101675,-4.059557
716,3439.0,121,1138.0,1357,259,Essex Police,210,955,130,732,109.0,677,171,1512086400.0,1043,3771,51.636915,0.407541
717,1573.0,46,327.0,380,82,Gloucestershire Constabulary,28,264,13,90,24.0,235,31,1512086400.0,271,755,51.908526,-2.088146
718,4980.0,211,2454.0,3162,408,Greater Manchester Police,543,2007,208,3627,625.0,1291,594,1512086400.0,2348,8775,53.619073,-2.423752
719,1178.0,10,294.0,836,106,Gwent Police,102,353,14,390,23.0,290,46,1512086400.0,235,1235,51.802661,-3.210621
720,3008.0,219,855.0,1476,277,Hampshire Constabulary,210,988,91,1094,84.0,998,113,1512086400.0,938,4552,51.357251,-1.133567
721,2083.0,90,597.0,804,286,Hertfordshire Constabulary,127,641,279,423,93.0,557,147,1512086400.0,571,1888,51.776773,-0.008469
722,1260.0,125,637.0,980,103,Humberside Police,150,660,33,313,48.0,730,56,1512086400.0,437,2064,54.103989,-0.201317
723,2202.0,124,1010.0,1711,216,Kent Police,361,1352,89,1188,123.0,969,121,1512086400.0,982,5514,51.18331,0.937911
724,4695.0,107,1151.0,1490,171,Lancashire Constabulary,208,1242,47,511,59.0,707,134,1512086400.0,764,4089,53.770335,-2.474098
725,1036.0,127,709.0,791,124,Leicestershire Police,119,839,55,387,73.0,460,71,1512086400.0,677,2166,52.626506,-1.201724
726,1339.0,69,331.0,428,153,Lincolnshire Police,57,376,31,121,14.0,453,24,1512086400.0,268,913,53.051902,0.084476
727,2562.0,136,1212.0,1423,557,Merseyside Police,181,854,59,757,116.0,611,144,1512086400.0,985,3251,53.486621,-2.875002
728,15047.0,984,6973.0,4742,2440,Metropolitan Police Service,796,9046,458,3364,2824.0,3517,4205,1512086400.0,8557,17611,51.593835,0.145888
729,1064.0,75,367.0,623,145,Norfolk Constabulary,112,421,30,345,39.0,294,36,1512086400.0,228,1742,52.745153,0.946326
730,1201.0,28,280.0,603,102,North Wales Police,77,349,21,237,17.0,281,21,1512086400.0,129,1819,53.31958,-3.811975
731,1915.0,73,304.0,459,133,North Yorkshire Police,60,337,32,94,15.0,332,51,1512086400.0,233,1012,54.113705,-2.513759
732,1678.0,42,533.0,520,116,Northamptonshire Police,81,462,46,114,78.0,322,64,1512086400.0,485,1541,52.502162,-0.690547
733,4643.0,39,624.0,1330,583,Police Service of Northern Ireland,164,1012,81,85,47.0,562,49,1512086400.0,294,2920,54.59497,-5.922687
734,3642.0,94,810.0,1967,254,Northumbria Police,296,1387,69,1725,56.0,1097,202,1512086400.0,608,4082,54.967838,-1.754552
735,2349.0,91,687.0,993,265,Nottinghamshire Police,154,1058,89,459,120.0,793,66,1512086400.0,706,2473,53.145769,-1.268696
736,2282.0,108,656.0,1107,306,South Wales Police,167,782,41,829,28.0,721,131,1512086400.0,772,3006,51.637363,-3.648881
737,4057.0,70,1100.0,1660,168,South Yorkshire Police,255,1234,81,794,117.0,859,227,1512086400.0,1146,3466,53.59872,-1.461068
738,2775.0,40,426.0,814,161,Staffordshire Police,119,676,35,285,79.0,432,36,1512086400.0,405,2494,52.769868,-1.943961
739,552.0,87,350.0,532,118,Suffolk Constabulary,87,387,28,342,31.0,322,49,1512086400.0,432,1524,52.160886,0.71043
740,1704.0,80,600.0,692,200,Surrey Police,117,682,45,491,34.0,304,55,1512086400.0,530,1727,51.407868,-0.370967
741,2390.0,144,658.0,1112,237,Sussex Police,209,1036,107,724,73.0,599,141,1512086400.0,594,3080,50.84423,-0.244128
742,2435.0,321,1012.0,1597,390,Thames Valley Police,182,1535,114,340,105.0,1152,357,1512086400.0,1124,2984,51.998128,-0.985426
743,1118.0,45,357.0,433,70,Warwickshire Police,70,322,25,125,28.0,238,55,1512086400.0,333,1062,52.639577,-1.636309
744,3376.0,48,582.0,849,153,West Mercia Police,103,641,48,278,37.0,469,94,1512086400.0,491,2511,52.432283,-2.10837
745,3686.0,142,2416.0,2031,318,West Midlands Police,228,1735,135,887,613.0,1389,299,1512086400.0,2720,5481,52.594185,-1.838265
746,3869.0,126,2277.0,2568,469,West Yorkshire Police,589,2081,167,1804,285.0,1388,393,1512086400.0,1824,7884,53.944327,-1.886875
747,1197.0,69,310.0,501,84,Wiltshire Police,66,385,11,167,13.0,291,47,1512086400.0,288,1170,51.634046,-1.720719
748,2455.0,238,918.0,1346,245,Avon and Somerset Constabulary,132,1072,56,1302,125.0,873,60,1514764800.0,935,3809,51.415233,-2.497799
749,1344.0,78,586.0,481,58,Bedfordshire Police,48,370,23,212,67.0,319,70,1514764800.0,515,977,52.224664,-0.533857
750,1207.0,267,589.0,610,118,Cambridgeshire Constabulary,109,617,42,313,49.0,442,84,1514764800.0,598,1490,52.228485,0.136532
751,1884.0,96,397.0,906,188,Cheshire Constabulary,169,567,34,1246,35.0,563,51,1514764800.0,341,2523,53.335696,-2.028703
752,141.0,31,29.0,24,28,City of London Police,6,149,4,23,12.0,61,74,1514764800.0,21,95,51.517577,-0.098062
753,2910.0,67,555.0,767,108,Cleveland Police,91,493,19,163,44.0,750,30,1514764800.0,363,1277,54.71119,-1.235446
754,733.0,22,201.0,409,128,Cumbria Constabulary,70,220,11,131,11.0,225,4,1514764800.0,88,960,54.877725,-3.380599
755,2543.0,57,621.0,654,184,Derbyshire Constabulary,109,490,28,150,47.0,510,45,1514764800.0,506,1267,53.099173,-1.376719
756,2900.0,49,512.0,1147,285,Devon & Cornwall Police,237,787,79,561,38.0,574,63,1514764800.0,438,3502,50.827132,-4.543901
